,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
15733,4,9,1,2,1,11,2,3,3,8,Zero
15734,4,3,3,7,2,5,4,4,2,12,Zero
15735,2,11,2,3,1,7,3,3,3,2,One
15736,4,4,1,3,3,2,3,9,3,13,Zero
15737,4,7,4,12,2,8,2,12,1,9,One
15738,1,12,3,6,4,7,1,7,4,1,One
15739,2,6,1,9,4,11,2,10,3,7,Zero
15740,2,10,1,11,1,10,2,5,2,2,One
15741,3,6,1,1,3,5,2,4,3,1,One
15742,1,12,1,3,1,10,3,7,4,2,Zero
15743,1,2,3,5,2,7,1,9,3,11,Zero
15744,3,7,1,5,3,4,3,12,2,13,Zero
15745,1,8,2,10,3,8,3,4,2,7,One
15746,3,2,2,12,1,6,3,7,3,12,One
15747,2,5,3,8,1,6,1,1,4,5,One
15748,2,5,3,9,1,10,3,13,2,12,Zero
15749,2,9,4,6,3,1,2,10,4,5,Zero
15750,3,13,1,5,2,5,1,13,3,4,Two
15751,1,2,2,12,1,9,2,5,4,13,Zero
15752,1,8,4,7,3,8,4,3,2,7,Two
15753,2,8,4,9,3,8,2,7,1,8,Three
15754,1,3,1,10,1,6,4,12,2,12,One
15755,3,4,3,2,1,6,4,4,2,5,One
15756,2,4,3,12,2,8,1,2,4,2,One
15757,3,12,3,11,3,13,3,10,3,1,9
15758,3,5,3,13,2,1,3,12,3,6,Zero
15759,2,2,1,4,3,4,4,4,2,13,Three
15760,4,12,2,6,2,10,4,3,4,2,Zero
15761,2,13,1,4,1,2,4,4,3,8,One
15762,4,9,3,13,2,1,3,9,4,12,One
15763,2,6,3,7,4,4,2,1,3,13,Zero
15764,3,13,2,7,2,2,3,6,2,4,Zero
15765,2,10,3,5,3,10,1,6,2,7,One
15766,3,3,4,12,4,5,3,1,2,8,Zero
15767,2,9,3,11,2,8,1,4,4,3,Zero
15768,2,1,2,4,2,11,4,5,4,11,One
15769,2,1,1,1,2,5,3,6,1,6,Two
15770,3,5,4,4,1,6,1,3,1,5,One
15771,1,6,1,7,1,12,3,3,3,13,Zero
15772,4,10,2,13,2,2,3,10,4,13,Two
15773,4,1,3,2,1,10,4,3,1,9,Zero
15774,1,8,1,5,4,6,4,10,4,8,One
15775,4,8,2,5,2,1,1,5,1,11,One
15776,1,7,2,9,1,8,3,11,2,6,Zero
15777,1,12,4,8,3,5,2,6,1,2,Zero
15778,4,7,3,4,2,3,1,11,4,4,One
15779,2,2,2,4,4,6,2,3,2,8,Zero
15780,1,12,2,12,4,2,4,9,2,9,Two
15781,2,13,4,8,3,9,3,11,1,10,Zero
15782,3,3,2,11,4,13,4,11,4,2,One
15783,4,9,2,11,3,5,1,3,2,4,Zero
15784,4,4,3,7,1,2,1,9,4,1,Zero
15785,4,13,4,9,3,1,1,8,3,13,One
15786,3,11,1,4,1,12,3,3,1,7,Zero
15787,2,8,3,10,1,1,1,6,4,8,One
15788,1,13,2,10,1,1,3,8,4,1,One
15789,4,8,3,12,1,1,2,10,2,8,One
15790,2,8,2,9,2,6,4,7,3,12,Zero
15791,1,11,1,4,3,13,3,5,4,12,Zero
15792,2,5,2,4,3,9,3,2,3,13,Zero
15793,2,10,1,3,1,7,4,10,2,13,One
15794,1,3,1,5,2,6,3,9,3,13,Zero
15795,3,5,3,7,3,3,3,1,4,9,Zero
15796,4,2,4,3,4,1,2,9,1,3,One
15797,2,11,2,1,1,12,2,12,1,4,One
15798,2,1,2,2,2,3,2,4,2,5,Eight
15799,1,1,4,4,1,10,4,7,3,13,Zero
15800,2,3,3,1,4,11,4,1,1,6,One
15801,1,6,3,10,4,4,1,7,1,3,Zero
15802,4,6,2,9,1,6,1,13,3,8,One
15803,1,5,1,7,1,8,2,1,2,5,One
15804,2,9,3,10,2,11,2,3,2,6,Zero
15805,1,11,2,5,2,3,2,2,2,13,Zero
15806,3,5,4,13,1,6,4,4,4,10,Zero
15807,1,7,3,3,4,7,3,8,1,6,One
15808,4,7,2,9,4,4,2,1,1,9,One
15809,2,10,4,6,4,8,1,8,1,1,One
15810,1,13,3,10,3,8,4,8,1,4,One
15811,2,12,4,6,4,3,2,11,4,2,Zero
15812,1,6,2,12,3,13,1,8,4,7,Zero
15813,3,12,1,5,1,2,3,6,2,4,Zero
15814,4,8,4,7,2,4,4,1,3,8,One
15815,1,8,2,6,1,6,4,7,2,5,One
15816,3,12,3,1,2,2,1,12,4,8,One
15817,2,6,3,2,1,1,1,8,4,10,Zero
15818,1,8,3,6,1,11,4,4,3,3,Zero
15819,3,10,2,10,1,13,2,8,1,10,Three
15820,4,2,2,13,2,7,3,2,2,5,One
15821,4,8,3,5,3,11,3,6,4,5,One
15822,2,4,3,9,3,2,1,11,1,3,Zero
15823,1,3,3,4,4,5,1,2,3,5,One
15824,4,3,1,1,3,11,1,5,4,10,Zero
15825,4,5,4,7,1,11,3,6,1,8,Zero
15826,4,10,1,1,1,6,1,13,2,3,Zero
15827,4,9,1,7,1,3,4,2,4,5,Zero
15828,2,13,4,6,2,1,4,5,3,12,Zero
15829,1,4,4,1,4,12,2,3,4,13,Zero
15830,3,4,1,13,3,10,4,2,2,1,Zero
15831,2,5,1,8,4,7,4,2,3,10,Zero
15832,2,3,3,10,4,6,3,5,3,9,Zero
15833,3,1,4,7,3,2,3,3,2,6,Zero
15834,2,10,4,1,3,8,2,5,2,12,Zero
15835,3,10,1,12,2,4,4,6,2,11,Zero
15836,1,5,1,4,4,7,1,2,4,3,Zero
15837,4,3,1,11,2,5,2,12,1,10,Zero
15838,2,13,3,8,4,13,2,11,2,3,One
15839,2,4,4,9,4,11,1,1,3,2,Zero
15840,4,5,2,7,4,2,3,7,3,5,Two
15841,4,7,1,1,1,3,3,9,1,8,Zero
15842,4,2,1,6,4,5,2,12,4,1,Zero
15843,4,4,1,8,3,1,1,12,3,13,Zero
15844,3,1,4,12,3,9,1,8,4,10,Zero
15845,4,6,4,11,4,7,1,12,4,3,Zero
15846,3,6,4,11,2,3,3,10,4,1,Zero
15847,3,13,1,8,1,7,2,11,3,8,One
15848,4,4,3,9,2,4,2,9,1,9,Six
15849,2,8,3,10,1,2,2,2,3,6,One
15850,4,4,2,13,3,3,3,7,2,10,Zero
15851,1,11,4,5,4,13,1,4,2,12,Zero
15852,3,12,4,4,1,9,3,13,4,5,Zero
15853,1,1,3,8,2,9,1,3,4,2,Zero
15854,2,8,1,13,4,9,3,9,2,7,One
15855,3,5,4,13,3,9,4,1,4,6,Zero
15856,1,11,3,4,1,10,4,10,1,13,One
15857,2,7,4,13,1,9,4,8,4,7,One
15858,2,3,4,8,1,6,4,12,3,13,Zero
15859,3,5,2,3,1,1,3,2,4,12,Zero
15860,3,4,2,12,1,5,1,11,3,7,Zero
15861,4,13,1,7,1,2,2,13,3,10,One
15862,1,5,3,6,1,9,3,4,3,1,Zero
15863,1,12,4,1,2,11,4,12,3,10,One
15864,3,9,3,4,2,7,4,13,1,11,Zero
15865,2,1,3,12,1,12,2,4,4,11,One
15866,3,1,1,2,4,5,2,9,2,4,Zero
15867,4,10,1,4,1,8,2,10,1,13,One
15868,3,12,2,4,3,6,1,13,1,10,Zero
15869,2,7,4,1,2,6,4,3,2,11,Zero
15870,3,7,3,3,2,6,4,11,2,2,Zero
15871,1,8,1,10,1,4,3,6,3,2,Zero
15872,2,13,2,1,3,2,1,12,4,6,Zero
15873,1,7,2,8,3,2,3,13,3,11,Zero
15874,1,1,1,13,2,8,3,3,1,6,Zero
15875,2,13,4,5,3,7,1,13,2,10,One
15876,3,3,2,1,4,3,2,7,1,3,Three
15877,3,9,2,1,2,11,4,9,4,10,One
15878,3,9,3,2,2,9,1,11,1,1,One
15879,3,13,4,7,2,9,4,9,3,11,One
15880,1,10,2,12,1,4,1,8,1,9,Zero
15881,3,9,4,7,2,1,2,2,3,5,Zero
15882,2,5,2,11,2,8,1,1,2,12,Zero
15883,4,4,1,4,2,8,3,3,3,1,One
15884,4,5,2,13,1,10,1,9,1,13,One
15885,3,5,1,7,4,7,2,13,4,8,One
15886,3,4,2,3,2,13,3,8,1,9,Zero
15887,1,8,2,9,4,4,1,11,2,6,Zero
15888,2,9,1,11,2,7,4,7,1,8,One
15889,3,11,4,4,4,11,1,8,1,5,One
15890,3,7,4,7,3,5,4,1,1,7,Three
15891,1,10,3,5,2,2,1,4,4,8,Zero
15892,3,3,2,6,1,10,1,9,1,13,Zero
15893,4,7,1,13,3,10,1,6,4,9,Zero
15894,2,8,3,9,1,3,3,3,4,4,One
15895,3,3,3,11,4,11,2,7,4,7,Two
15896,1,7,2,9,2,4,1,3,4,6,Zero
15897,2,10,2,13,2,3,1,9,2,9,One
15898,3,1,4,10,4,1,3,8,1,4,One
15899,3,11,2,5,2,7,1,5,2,3,One
15900,3,6,3,10,3,3,1,3,2,5,One
15901,2,10,1,6,1,3,2,7,2,12,Zero
15902,1,7,4,10,2,10,3,10,2,6,Three
15903,3,9,1,5,2,12,2,13,1,13,One
15904,4,10,4,2,3,11,4,13,3,5,Zero
15905,2,1,1,13,4,12,3,5,3,3,Zero
15906,2,10,1,6,3,4,4,3,2,1,Zero
15907,1,4,1,1,2,6,1,9,2,11,Zero
15908,1,2,3,1,4,4,4,8,2,7,Zero
15909,2,7,3,8,1,2,4,8,2,1,One
15910,2,1,2,10,3,1,4,1,3,3,Three
15911,1,5,3,2,1,13,1,12,1,9,Zero
15912,3,13,1,3,3,6,2,5,4,4,Zero
15913,3,7,3,3,3,12,4,9,2,6,Zero
15914,3,5,2,11,2,12,4,6,2,1,Zero
15915,1,1,1,7,4,12,3,2,1,5,Zero
15916,2,5,1,10,1,1,4,12,3,5,One
15917,4,6,2,12,2,10,2,1,2,11,Zero
15918,2,11,4,7,3,6,4,8,3,2,Zero
15919,1,10,1,7,3,12,4,7,1,2,One
15920,1,9,2,11,3,3,2,13,2,8,Zero
15921,2,13,2,3,2,9,3,3,1,1,One
15922,1,8,1,6,4,7,2,9,3,8,One
15923,3,3,1,5,3,13,1,11,4,9,Zero
15924,1,7,1,9,1,12,4,6,1,2,Zero
15925,3,3,2,6,4,7,3,9,2,4,Zero
15926,3,10,2,11,1,5,1,12,3,7,Zero
15927,3,2,3,13,1,5,4,9,2,13,One
15928,1,9,4,4,4,2,1,12,2,6,Zero
15929,3,12,1,10,1,2,2,13,2,6,Zero
15930,2,8,4,3,1,6,1,4,3,10,Zero
15931,1,12,3,12,4,8,4,13,2,11,One
15932,3,7,1,13,2,4,2,10,3,6,Zero
15933,3,11,2,1,3,3,1,5,4,9,Zero
15934,1,12,3,3,3,13,1,8,3,12,One
15935,2,9,2,3,1,1,4,7,3,7,One
15936,3,4,4,3,4,5,3,8,3,3,One
15937,1,7,3,10,2,8,4,8,3,12,One
15938,3,12,3,6,2,1,4,5,2,8,Zero
15939,4,10,1,11,3,12,4,5,3,6,Zero
15940,3,2,4,13,1,7,1,3,4,7,One
15941,4,6,3,6,1,3,2,12,1,2,One
15942,3,13,4,4,1,3,2,12,4,10,Zero
15943,3,4,3,13,1,3,1,4,1,11,One
15944,2,13,3,4,4,8,2,1,2,12,Zero
15945,1,4,4,2,4,8,3,13,1,1,Zero
15946,2,7,4,5,4,8,3,12,3,2,Zero
15947,1,10,1,6,2,1,3,11,3,6,One
15948,1,6,4,6,2,4,1,12,3,13,One
15949,1,1,4,7,4,10,1,12,2,5,Zero
15950,2,11,2,1,1,12,3,1,1,2,One
15951,3,8,1,13,1,12,4,9,2,4,Zero
15952,2,6,1,13,1,10,2,12,1,7,Zero
15953,3,9,1,1,1,7,2,9,4,12,One
15954,1,2,4,8,2,8,2,13,2,12,One
15955,1,6,4,6,1,2,4,9,2,10,One
15956,4,3,4,11,2,2,3,5,4,10,Zero
15957,2,2,3,10,2,9,1,9,2,8,One
15958,2,5,3,4,4,8,2,12,2,9,Zero
15959,1,6,3,1,1,3,2,2,2,6,One
15960,1,5,2,13,1,2,1,3,2,3,One
15961,3,9,1,10,2,6,4,4,2,2,Zero
15962,4,8,1,2,2,1,1,9,1,12,Zero
15963,1,13,1,2,2,7,2,8,4,6,Zero
15964,4,3,4,8,4,10,3,8,4,9,One
15965,3,3,1,5,2,4,4,10,3,1,Zero
15966,4,12,1,1,1,3,3,10,3,2,Zero
15967,1,8,3,3,1,4,2,9,1,3,One
15968,2,7,3,9,4,8,1,6,4,7,One
15969,1,11,3,1,1,9,3,9,4,9,Three
15970,4,5,4,12,2,6,3,8,1,8,One
15971,4,7,3,7,2,4,4,13,2,3,One
15972,2,13,4,9,2,6,3,2,4,12,Zero
15973,3,11,4,6,1,7,1,10,4,8,Zero
15974,4,10,1,2,4,1,4,5,1,1,One
15975,1,12,4,7,4,9,3,6,1,11,Zero
15976,3,7,4,12,4,9,2,4,4,11,Zero
15977,1,12,2,11,4,6,2,10,2,13,Zero
15978,3,9,4,1,2,11,1,8,3,3,Zero
15979,4,4,4,3,1,6,3,8,1,9,Zero
15980,1,5,4,11,4,1,4,3,3,1,One
15981,3,9,3,10,3,6,2,11,2,2,Zero
15982,2,6,4,5,1,5,2,2,2,13,One
15983,2,3,2,2,2,9,1,7,2,13,Zero
15984,1,11,1,10,2,9,1,5,1,7,Zero
15985,2,12,4,10,1,6,1,4,4,3,Zero
15986,2,2,3,5,4,11,3,4,2,5,One
15987,2,13,2,6,4,1,2,12,2,2,Zero
15988,1,11,4,5,3,7,1,12,4,2,Zero
15989,2,2,3,11,4,7,1,11,4,1,One
15990,4,1,1,10,4,4,2,5,3,10,One
15991,3,7,1,9,2,8,2,4,1,2,Zero
15992,2,8,3,7,3,4,1,10,2,5,Zero
15993,2,12,3,12,4,13,4,2,1,10,One
15994,3,6,3,8,1,11,2,9,1,9,One
15995,4,9,3,1,3,9,1,7,1,6,One
15996,2,2,4,6,1,5,2,6,1,13,One
15997,4,12,2,10,3,9,1,2,1,5,Zero
15998,1,8,2,13,4,2,1,10,1,2,One
15999,4,1,1,9,2,8,4,10,3,1,One
16000,4,13,4,11,4,5,4,12,3,6,Zero
16001,2,1,4,5,4,9,4,8,4,13,Zero
16002,1,4,4,7,3,9,4,13,1,12,Zero
16003,2,13,2,10,1,12,3,3,3,1,Zero
16004,1,3,1,12,1,1,4,9,2,6,Zero
16005,1,9,3,8,4,4,1,7,1,4,One
16006,3,7,1,1,3,4,3,6,4,6,One
16007,1,6,4,10,4,3,2,3,2,11,One
16008,4,11,4,2,3,7,1,12,2,12,One
16009,1,7,1,3,3,4,4,9,3,9,One
16010,1,3,2,6,4,9,4,1,2,7,Zero
16011,2,10,4,5,2,13,2,2,3,13,One
16012,2,8,4,13,3,8,3,10,1,2,One
16013,2,10,2,11,4,13,3,5,4,5,One
16014,3,6,3,4,4,2,3,2,4,5,One
16015,1,12,1,4,2,2,4,1,1,8,Zero
16016,2,7,4,11,2,5,1,7,1,5,Two
16017,2,2,1,4,4,3,1,10,1,6,Zero
16018,4,8,1,9,2,1,1,5,3,8,One
16019,2,13,4,12,3,5,4,8,1,2,Zero
16020,1,5,2,1,4,3,3,3,1,2,One
16021,2,5,3,11,3,6,1,8,1,4,Zero
16022,2,10,3,2,1,9,2,6,2,5,Zero
16023,1,3,3,11,3,3,2,6,1,2,One
16024,3,13,4,7,1,7,4,9,3,1,One
16025,4,10,3,11,1,6,2,11,3,10,Two
16026,3,1,3,11,1,10,4,2,1,6,Zero
16027,1,8,3,6,3,7,2,2,1,5,Zero
16028,4,1,4,2,1,4,1,5,1,8,Zero
16029,4,13,1,1,4,1,3,6,2,9,One
16030,1,9,3,13,4,1,1,5,3,8,Zero
16031,4,2,1,8,3,8,3,9,3,1,One
16032,2,1,1,6,4,9,3,3,3,9,One
16033,3,4,4,13,2,13,2,7,2,9,One
16034,1,8,4,2,4,10,1,10,1,4,One
16035,1,12,2,6,3,7,1,8,3,2,Zero
16036,4,1,4,11,2,6,4,5,3,13,Zero
16037,1,4,2,13,3,1,4,4,4,1,Two
16038,2,13,4,13,1,4,4,5,3,4,Two
16039,3,2,1,2,2,8,3,4,2,10,One
16040,2,4,2,10,1,7,4,11,1,6,Zero
16041,3,5,2,9,2,1,4,8,2,13,Zero
16042,1,8,4,7,4,13,3,5,3,13,One
16043,2,3,3,3,1,9,2,5,4,13,One
16044,3,6,4,6,1,5,2,9,1,4,One
16045,3,10,3,5,3,2,1,6,1,8,Zero
16046,1,3,2,11,3,3,3,7,3,1,One
16047,4,7,3,4,3,12,3,2,2,7,One
16048,1,4,1,11,4,8,1,12,4,5,Zero
16049,3,4,3,12,2,13,3,10,1,6,Zero
16050,2,12,4,6,3,9,4,1,4,12,One
16051,2,4,2,11,4,13,3,11,3,5,One
16052,1,6,1,9,3,4,4,4,3,10,One
16053,4,6,1,4,1,1,3,5,4,3,Zero
16054,2,12,1,12,2,8,3,7,2,1,One
16055,1,10,2,11,4,9,2,9,4,7,One
16056,2,3,3,3,4,4,3,9,3,4,Two
16057,2,11,4,10,1,4,2,7,2,3,Zero
16058,2,2,2,3,2,5,1,3,2,11,One
16059,3,4,1,11,1,3,2,5,2,13,Zero
16060,2,11,1,13,3,13,4,3,1,1,One
16061,3,9,2,11,4,7,1,5,4,2,Zero
16062,3,12,2,2,2,4,2,12,4,12,Three
16063,1,6,1,10,1,13,2,9,2,13,One
16064,3,11,4,6,4,11,4,12,2,8,One
16065,4,8,3,5,3,1,1,3,3,11,Zero
16066,1,7,4,1,2,2,1,8,1,5,Zero
16067,1,11,1,12,2,5,4,8,1,3,Zero
16068,2,12,3,6,4,7,4,8,2,1,Zero
16069,3,7,2,13,4,5,1,12,2,12,One
16070,1,5,1,10,4,11,4,2,1,3,Zero
16071,1,12,4,1,2,12,3,6,3,5,One
16072,1,3,3,11,2,2,2,1,1,1,One
16073,4,11,3,13,4,9,2,13,1,13,Three
16074,1,7,4,7,1,1,2,12,4,10,One
16075,3,12,4,1,1,12,2,8,3,9,One
16076,2,10,2,12,2,9,3,4,1,3,Zero
16077,4,1,3,11,1,3,4,6,2,2,Zero
16078,2,6,4,8,4,3,2,2,1,2,One
16079,4,5,4,2,2,10,3,3,2,12,Zero
16080,3,7,2,8,1,4,1,8,1,3,One
16081,3,6,1,4,2,7,4,8,1,7,One
16082,4,1,2,5,1,4,1,13,3,7,Zero
16083,2,3,1,11,1,6,3,3,1,13,One
16084,2,12,4,8,2,11,1,8,2,13,One
16085,1,12,1,1,3,3,2,5,2,11,Zero
16086,3,12,2,6,3,2,1,5,4,5,One
16087,1,8,1,13,3,3,1,7,4,5,Zero
16088,4,6,3,8,2,7,4,7,2,9,One
16089,1,13,1,2,3,2,3,12,1,11,One
16090,2,6,2,8,2,4,3,7,1,5,Four
16091,2,3,2,4,2,11,4,4,2,12,One
16092,2,12,2,4,3,2,2,7,4,12,One
16093,4,13,1,1,4,2,2,7,1,4,Zero
16094,4,2,2,12,3,3,1,7,2,9,Zero
16095,2,2,2,12,4,2,1,9,1,4,One
16096,1,8,4,6,4,10,2,3,2,6,One
16097,1,8,2,5,1,6,3,10,1,11,Zero
16098,4,2,1,9,4,12,4,9,3,7,One
16099,2,2,4,13,3,1,2,5,2,1,One
16100,2,2,4,4,2,5,2,11,2,13,Zero
16101,1,10,1,1,3,4,1,4,3,5,One
16102,4,12,4,9,1,2,4,7,1,5,Zero
16103,4,2,4,10,4,7,2,7,3,10,Two
16104,3,7,3,4,2,12,3,11,1,13,Zero
16105,1,5,4,1,1,12,2,2,2,9,Zero
16106,4,10,1,13,1,2,1,5,4,4,Zero
16107,1,12,4,2,2,13,1,2,3,3,One
16108,1,13,1,6,2,5,4,10,4,11,Zero
16109,4,7,4,4,4,13,2,1,2,2,Zero
16110,3,8,1,1,4,4,3,6,1,7,Zero
16111,4,13,3,12,2,8,1,6,4,7,Zero
16112,2,11,1,8,1,4,3,4,1,12,One
16113,1,13,1,9,4,9,3,2,2,6,One
16114,1,1,3,7,1,9,2,11,4,2,Zero
16115,1,4,4,8,3,12,2,11,1,9,Zero
16116,4,11,1,4,3,10,1,2,2,8,Zero
16117,3,10,1,6,2,7,1,13,3,6,One
16118,4,5,2,10,3,10,2,5,4,2,Two
16119,2,7,2,12,3,2,1,8,2,10,Zero
16120,2,2,4,11,1,2,4,10,4,8,One
16121,2,7,2,3,4,12,3,1,2,6,Zero
16122,4,2,3,9,4,5,2,4,4,9,One
16123,1,5,1,13,4,1,4,4,4,7,Zero
16124,2,11,1,11,4,13,4,11,1,3,Three
16125,4,7,4,12,2,1,4,9,3,12,One
16126,2,12,1,7,2,7,3,3,3,11,One
16127,2,6,1,4,4,9,4,10,2,11,Zero
16128,4,6,2,5,3,3,2,10,1,5,One
16129,1,5,1,2,4,12,4,3,4,4,Zero
16130,3,1,4,9,1,11,1,6,3,2,Zero
16131,2,3,2,12,1,9,2,4,1,4,One
16132,4,6,4,12,4,3,4,11,4,1,Five
16133,1,3,3,9,3,8,3,7,3,1,Zero
16134,1,10,2,11,2,7,4,12,4,11,One
16135,2,2,3,6,4,12,4,3,4,11,Zero
16136,3,1,3,2,2,8,3,6,4,9,Zero
16137,1,2,1,9,1,5,3,11,3,12,Zero
16138,1,11,4,1,2,10,2,2,4,13,Zero
16139,1,9,2,3,4,8,3,4,1,1,Zero
16140,1,11,3,2,4,3,3,7,3,12,Zero
16141,2,9,2,12,2,1,2,5,1,7,Zero
16142,4,6,4,5,4,9,3,9,3,11,One
16143,2,11,1,9,1,6,2,5,4,12,Zero
16144,1,12,2,3,3,4,1,9,1,6,Zero
16145,2,12,3,12,1,13,4,11,1,11,Two
16146,3,8,4,7,4,12,2,5,2,7,One
16147,4,5,1,7,4,10,1,1,1,4,Zero
16148,3,11,4,10,2,6,1,6,1,5,One
16149,4,1,2,5,4,11,1,1,3,12,One
16150,4,5,2,3,4,3,2,6,3,2,One
16151,3,8,1,9,3,3,1,5,3,12,Zero
16152,4,12,3,7,1,7,4,2,1,10,One
16153,3,10,1,12,1,8,4,10,4,8,Two
16154,3,1,4,4,2,13,1,1,1,4,Two
16155,2,3,1,3,3,6,1,10,3,3,Three
16156,3,5,3,3,4,12,3,9,2,12,One
16157,2,3,3,9,2,1,2,4,3,1,One
16158,3,11,4,11,2,10,4,12,2,6,One
16159,3,4,4,1,3,10,2,1,1,4,Two
16160,1,8,2,6,4,8,1,13,4,1,One
16161,3,11,1,7,3,12,4,9,2,12,One
16162,1,10,4,4,2,11,4,5,3,3,Zero
16163,1,3,2,4,3,10,4,4,1,1,One
16164,1,4,4,10,2,2,4,3,4,8,Zero
16165,4,4,2,1,1,9,3,3,4,12,Zero
16166,2,3,1,11,3,6,4,13,3,10,Zero
16167,4,4,3,7,3,8,3,10,4,11,Zero
16168,1,13,2,1,1,10,3,9,3,2,Zero
16169,4,10,3,6,1,11,2,12,1,7,Zero
16170,4,5,4,12,2,6,4,4,2,11,Zero
16171,4,12,1,7,2,7,1,6,2,2,One
16172,2,12,1,6,4,8,4,12,2,2,One
16173,1,12,1,5,4,3,4,10,3,10,One
16174,2,12,3,4,3,9,2,9,4,6,One
16175,1,5,1,11,2,13,2,4,3,1,Zero
16176,4,11,1,6,1,10,4,10,3,10,Three
16177,1,12,3,8,4,10,2,8,3,3,One
16178,2,12,3,3,1,6,4,3,4,11,One
16179,1,8,1,3,4,1,2,12,1,6,Zero
16180,4,11,3,4,1,2,4,1,4,12,Zero
16181,2,5,1,2,3,2,2,10,4,8,One
16182,1,4,1,6,3,5,3,7,1,7,One
16183,2,3,1,10,1,4,4,8,2,12,Zero
16184,2,3,2,8,4,13,3,8,3,2,One
16185,2,11,4,13,4,6,3,7,3,6,One
16186,3,5,4,2,1,5,4,13,4,7,One
16187,2,1,4,12,1,4,1,7,3,3,Zero
16188,2,5,3,6,3,4,4,10,3,11,Zero
16189,1,12,1,5,2,12,2,2,1,13,One
16190,3,7,3,13,3,4,2,9,2,2,Zero
16191,4,12,1,12,2,5,3,5,2,11,Two
16192,3,6,1,6,4,13,1,3,4,7,One
16193,2,11,1,11,3,1,1,8,2,13,One
16194,4,4,2,11,1,1,3,2,2,4,One
16195,4,1,4,7,4,8,3,12,1,3,Zero
16196,1,10,2,4,2,13,1,1,1,3,Zero
16197,3,2,4,2,1,8,3,5,2,2,Three
16198,1,2,4,12,2,3,4,13,1,13,One
16199,3,4,2,7,3,8,3,3,1,8,One
16200,2,13,4,9,4,13,2,9,2,6,Two
16201,1,11,3,11,3,8,4,10,3,3,One
16202,4,3,2,10,2,3,2,9,1,11,One
16203,1,12,3,1,4,10,1,6,1,1,One
16204,1,7,4,5,3,1,3,9,3,2,Zero
16205,2,3,2,1,4,13,1,11,4,3,One
16206,2,11,2,9,1,6,4,12,4,9,One
16207,1,6,3,6,4,2,4,12,4,1,One
16208,3,5,1,12,3,13,3,6,2,8,Zero
16209,3,12,1,9,3,8,4,11,3,7,Zero
16210,1,10,3,10,1,1,4,1,1,9,Two
16211,3,10,1,4,3,5,2,6,3,3,Zero
16212,3,7,4,3,1,6,3,2,2,1,Zero
16213,1,11,3,5,2,10,4,7,2,5,One
16214,4,4,3,5,1,8,2,11,2,5,One
16215,3,4,2,2,2,1,4,6,1,6,One
16216,4,12,1,9,1,11,3,1,3,7,Zero
16217,2,10,3,10,2,3,2,5,1,6,One
16218,1,10,4,4,4,10,1,4,1,3,Two
16219,2,11,1,3,4,9,2,3,1,6,One
16220,1,7,4,8,3,6,4,10,2,11,Zero
16221,1,12,3,2,1,1,1,10,4,7,Zero
16222,4,6,2,2,1,3,2,10,3,1,Zero
16223,1,2,3,5,4,8,4,11,3,8,One
16224,1,5,1,6,2,11,2,12,4,8,Zero
16225,2,6,4,9,1,8,4,7,1,4,Zero
16226,1,1,1,3,3,9,3,4,3,1,One
16227,1,8,4,8,4,1,1,7,2,9,One
16228,1,11,1,10,3,7,1,4,2,10,One
16229,3,4,2,11,4,11,2,13,4,3,One
16230,2,7,3,3,1,12,3,5,4,6,Zero
16231,3,10,1,11,3,9,1,13,4,1,Zero
16232,4,7,3,11,4,5,4,3,1,4,Zero
16233,3,2,1,5,2,10,2,2,4,12,One
16234,2,6,2,11,3,12,1,1,4,13,Zero
16235,1,10,1,2,2,9,2,12,3,8,Zero
16236,4,6,1,11,1,7,4,12,2,2,Zero
16237,3,6,4,3,4,1,2,7,1,1,One
16238,4,3,3,12,4,7,1,1,3,1,One
16239,1,9,1,8,3,3,1,13,4,10,Zero
16240,4,5,4,7,2,2,4,2,2,5,Two
16241,4,7,1,7,1,12,1,1,2,8,One
16242,3,11,1,8,1,5,3,3,4,3,One
16243,2,9,3,2,3,4,3,8,2,6,Zero
16244,3,4,1,4,2,9,2,12,4,13,One
16245,2,10,1,1,2,9,1,11,1,6,Zero
16246,1,6,2,8,3,2,2,12,2,13,Zero
16247,1,3,3,4,3,13,1,7,4,1,Zero
16248,3,7,1,2,3,10,1,6,3,3,Zero
16249,2,1,1,8,2,9,2,7,4,1,One
16250,4,12,1,10,3,11,2,10,1,8,One
16251,4,10,4,12,1,2,2,11,3,7,Zero
16252,1,5,2,10,3,7,3,9,4,2,Zero
16253,3,11,1,6,3,5,2,7,3,13,Zero
16254,2,12,1,8,4,13,4,3,1,4,Zero
16255,1,6,4,10,1,9,1,7,3,11,Zero
16256,3,11,2,3,1,10,1,6,1,1,Zero
16257,1,10,2,4,1,4,2,13,2,12,One
16258,4,3,3,7,4,7,3,3,4,9,Two
16259,2,2,3,4,4,13,4,8,4,6,Zero
16260,4,3,3,7,3,1,1,6,4,8,Zero
16261,3,7,1,13,4,5,2,5,4,2,One
16262,4,1,1,13,1,6,1,12,1,5,Zero
16263,1,13,1,4,2,5,2,2,1,6,Zero
16264,2,8,2,2,1,12,4,1,1,4,Zero
16265,4,12,4,4,3,2,1,6,3,5,Zero
16266,4,11,1,5,2,3,4,2,4,3,One
16267,2,5,1,13,4,7,3,9,3,4,Zero
